,Id,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,Notes,purpose_cat,purpose,zip_code,addr_state,debt_to_income,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code
1980,1981,Bronx Psychiatric Center,1,RENT,75000.0,VERIFIED - income source,n,"  Borrower added on 05/13/10 > This loan will be used to pay off credit cards. I have three credit cards and they total to about 5000$. Minimum payment were about 250$. The remaining balance will be used to pay for wedding expenses on July 31 2010.<br/> Borrower added on 05/13/10 > Why am I a good borrower:<br/>I am a Chief Resident Physician at the Bronx Psychiatric Center (BPC) that is affiliated with Montefiore Hospital and Albert Einstein College of Medicine where I have done my first three years of residency training. Because of my outstanding performance in both Montefiore and BPC in my fifth year I will be the Senior Chief Resident at Montefiore with salary of 84000$ per year. I will have additional approximate 30 000$ from seeing private patients. I am already receiving offers for positions, after I finish my senior chief residency that average in income of 200 000$ a year. My Future income is therefore very secure.<br/>My budget:<br/>I have a car loan balance of about 12000 and about 5000$ in credit card debt. All are always paid on time. After tax and contributions to my retirement account I have 3600$ for expenditures. I live in the Hospital housing and I pay 580$ in rent with electricity, gas included. The car payment and car insurance are in total 440$. The credit card minimum payments are about 250$. I also pay 170 for media and a cell phone. I have about 1500$ free for discretionary spending every month that can be applied towards any loans. My income will increase about 45% as of July 2010 thus providing even more ability to pay my obligations.<br/>",debt consolidation,Debt consolidation and wedding,104xx,NY,7.95,0.0,09/01/2005,3.0,,,4.0,0.0,5070,56.3,5.0,f,0.0,3,PC4
3419,3420,STARCON,3,MORTGAGE,80000.0,not verified,n,,home improvement,Home,604xx,IL,10.59,0.0,06/01/1992,3.0,,,14.0,0.0,6490,4.9,36.0,f,0.0,1,PC1
9334,9335,"Prism Microsystems, Inc.",1,RENT,55000.0,not verified,n,I will use the money to pay off an unsecured loan from Bank of America with a very high interest rate.  I have never made a late payment and I take pride in that.,credit card,Refinance BoA Rate,216xx,MD,12.09,0.0,02/01/2003,2.0,,,17.0,0.0,20854,49.3,27.0,f,0.0,1,PC2
4097,4098,Sungard Availability Services,5,MORTGAGE,81000.0,not verified,n,"  Borrower added on 10/04/10 > I am looking to consolidate the balance on a few credit cards I have, the goal being to simply management of them, and also to lower my interest rate.   I have never used a P2P lending site, but I thought I would give it a try.  The rate is very appealing (even 0% balance transfers usually last for only a year and still charge a 3% initial fee), and I also like the idea of rewarding individual investors.<br/>",debt consolidation,Debt Consolidation,800xx,CO,0.86,0.0,02/01/1993,0.0,41.0,,21.0,0.0,11960,29.9,49.0,f,0.0,3,PC3
9161,9162,State of Oregon,10,RENT,70500.0,not verified,n,"Background on my financial debt:  $4,500 credit card debt, $7,000 bank line of credit; $4,500 Prosper loan; and $18,000 vehicle loan.  Interest rates on credit cards range from 15-18%, bank line of credit 12%, Prosper loan 10% and vehicle loan 18%.  Just received a generous credit card line from U.S. Bank.   I would move the $4,500 in credit debt to that card which guarantees a 3% rate on balance transfers for 5 years.   I would then use a Lending Club loan to pay of my current line of credit with the bank and pay down some of the vehicle loan.  And then because of the new zero balance on the bank line of credit the remainder of the vehicle loan could be transferred to that line of credit.  So the bottom line is I am transferring my credit card debt to a 3% rate, my current line of credit balance to an 8% rate and portions of my vehicle loan to 12% and 8% rates.  ",car,My Financial Plan to Reduce Debt,971xx,OR,17.11,0.0,10/01/1999,1.0,,,13.0,0.0,8952,22.3,16.0,f,0.0,2,PC4
5585,5586,SourceCorp Inc,1,RENT,80004.0,not verified,n,The funds will be used to pay Federal Income Taxes and pay off a portion of a Discover Card balance,other,Income Taxes,801xx,CO,11.46,0.0,02/01/1984,0.0,,,6.0,0.0,6222,18.7,20.0,f,0.0,1,PC4
9779,9780,,8,RENT,45760.0,VERIFIED - income,n,"I will use the loan money to pay down some of the high interest debt that I currently have.  I made some credit mistakes in the past, but have not missed or been late on payments for at least the past seven years.  This loan will put me on a quicker path to living a debt free life.  I have a steady job (8+ years with the same company) and I pay all of my bills on time.  More often than not, I pay above the monthly minimum.  I would also like to reinvest a portion of the money in Lending Club.  Thank you for your consideration.   ",debt consolidation,Debt Consolidation,410xx,KY,15.21,0.0,12/01/1994,0.0,,,4.0,0.0,10197,75.5,8.0,f,0.0,1,PC1
1398,1399,Bridgeway Church,9,RENT,22790.0,not verified,n,"Looking to bridge the gap between one lease and another.  Utility deposits, moving truck, security deposit, etc.  Husband  is starting police academy in a new city in October.",moving,Moving Expenses 2009,731xx,OK,17.06,0.0,02/01/1992,0.0,,,3.0,0.0,8043,29.2,21.0,f,0.0,1,PC4
8570,8571,UPMC,5,MORTGAGE,38000.0,not verified,n,"  Borrower added on 11/09/10 > I purchased an older home in 2007 and have been fixing it up piece by piece.  Necessary improvements this year (furnace and roof) have taken a large chunk of my savings, however I am now faced with replacing a portion of the plumbing (original to the 1920's house) in the home's only bathroom.  I am unwilling to deplete my emergency savings to have the work done, and am hoping that a lending tree loan will allow me to have the work done at a more reasonable interest rate than placing the work on a credit card.<br/> Borrower added on 11/11/10 > I apologize, I typed &quot;lending tree&quot; instead of lending club.<br/>",home improvement,Plumbing Repairs,152xx,PA,17.18,0.0,10/01/1980,1.0,,,23.0,0.0,14919,23.8,32.0,f,0.0,1,PC3
3581,3582,Evergreen shipping agency USA ,6,RENT,65000.0,VERIFIED - income,n,  Borrower added on 08/08/11 > This is my second loan with lendingclub. It has been great and had helped me through a bad economy. Since my last loan I am now a proud daddy of a beautiful baby girl. I am looking to consolidate all my bills into one payment. I have always paid my loan on time and given a return to all my terrific investors. Would love to do it again.<br/>null,debt consolidation,Debt consolidation,070xx,NJ,19.51,0.0,05/01/1995,0.0,,,8.0,0.0,2524,18.7,28.0,f,0.0,1,PC3
7236,7237,General Motors LLC,5,RENT,162000.0,VERIFIED - income source,n,"  Borrower added on 11/08/11 > Funds will be used to pay down credit card debt.  I have two credit cards, both with an APR of 15.24%.<br><br>I expect to have a balance of about $5,000 left on the cards following the paydown (applying for a larger loan would have increased my interest rate).<br><br>Monthly expenses run approximately $6,500 - $7,500 per month.<br>",debt consolidation,Debt Consolidation,068xx,CT,4.8,0.0,10/01/1995,1.0,,,5.0,0.0,0,0.0,14.0,f,0.0,2,PC5
1229,1230,Amports & Retired City Government,1,RENT,80415.0,not verified,n,I would like to consolidate 4 credit cards that currently have interest rates ranging from 15.85% to 24.4%.  I feel this consolidation to pay the high interest rate 4 cards off will help me become financially free in 3 years.   I am a single person with retirement income monthly from a government agency and I am also working full-time to try to get everything paid off and relieve me of the stress of all my debts.  Please contact me if you are willing and able to help me.  I would be forever thankful for your consolidation loan!  Thanks so much for taking the time to read my request for help!  Ser-J-Ser   ,debt consolidation,Pay 4 credit cards with high interest,945xx,CA,20.15,0.0,10/01/1984,1.0,0.0,0.0,10.0,0.0,22247,93.1,16.0,f,0.0,3,PC2
3652,3653,OREGON HEALTH & SCIENCE UNIVERSITY,10,RENT,125000.0,VERIFIED - income,n,,debt consolidation,Responsible professional trying to pay o,972xx,OR,16.06,0.0,07/01/1990,0.0,,,16.0,0.0,46097,55.3,51.0,f,0.0,2,PC2
8892,8893,Graham Packaging,10,MORTGAGE,50004.0,not verified,n,,debt consolidation,Dale's loan,228xx,VA,13.58,0.0,11/01/1991,0.0,,,13.0,0.0,12089,18.2,39.0,f,0.0,2,PC3
6244,6245,Union Bank,6,RENT,75000.0,VERIFIED - income,n,"  Borrower added on 03/13/11 > I will use these funds to consolidate all of my outstanding debt. I am a great borrower because I take pride in fulfilling my financial obligations, especially repaying money that was lent to me in good faith. My expendable income (monthly net salary minus monthly expenses) is about triple the amount of this requested loan monthly repayment amount. My job is extremely stable as I have been with the same company for six years, and recently received a second promotion, this one into the executive ranks. Thank you to those who have funded this loan request, your investment in me will be rewarded.<br/>",debt consolidation,Five Year Loan,941xx,CA,7.7,0.0,05/01/2000,1.0,,,4.0,0.0,10894,51.4,10.0,f,0.0,2,PC1
4626,4627,Kforce,10,MORTGAGE,237000.0,VERIFIED - income,n,I make 200K+ year (I can provide W2's if requested) and have been employed by the same company for over 10 years.  I recently relocated from Philadelphia to Washington DC.  I need a short term loan to cover the mortgage payment on the house I own in Philadelphia until I can secure a tenant.  This loan will provide me several months of mortgage payments while I work to identify the tenant.  I own a home in NOVA where I currently live ... and I have never missed a mortgage payment on either home.  My credit score is 635 - 650 depending on the agency reporting.  I am hoping for a loan term of 30 months.,debt consolidation small business,Al's Loan,201xx,VA,11.67,0.0,11/01/1998,0.0,59.0,73.0,12.0,1.0,22353,99.3,28.0,f,0.0,1,PC1
1751,1752,JP Morgan Chase,1,RENT,26400.0,VERIFIED - income source,n,,other,My Loan,782xx,TX,18.05,0.0,10/01/2002,4.0,55.0,,9.0,0.0,3296,55.9,23.0,f,0.0,2,PC3
2938,2939,crater lake ford,8,MORTGAGE,50004.0,VERIFIED - income source,n,,debt consolidation,personal loan ,975xx,OR,2.62,0.0,12/01/2005,1.0,39.0,,3.0,0.0,1952,78.1,11.0,f,0.0,3,PC2
3895,3896,United Electric,5,MORTGAGE,60000.0,VERIFIED - income,n,  Borrower added on 07/30/11 > I will also be making improvements to my home as well.<br/>,debt consolidation,Bill Consolidation,439xx,OH,12.82,0.0,12/01/1998,0.0,,,8.0,0.0,19343,52.6,18.0,f,0.0,3,PC3
2329,2330,Reflectx Staffing,5,RENT,48000.0,VERIFIED - income source,n,"  Borrower added on 08/12/11 > The loan requested is to pay off credit cards which is approximation of $4300 and to finish pay off car payment in full, which is the difference of approx $4700. thanks you so much, in advance.<br/>",credit card,Credit Card refinance ,011xx,MA,15.1,0.0,05/01/2005,0.0,49.0,,7.0,0.0,4475,50.3,12.0,f,0.0,3,PC3
2011,2012,rachlin managemet,10,RENT,45000.0,not verified,n,,credit card,personal utilities,114xx,NY,16.43,1.0,03/01/1993,1.0,17.0,,7.0,0.0,7593,74.5,22.0,f,0.0,1,PC1
154,155,pci health training,10,RENT,42000.0,not verified,n,  Borrower added on 08/15/11 > I will use this money to pay for  a trip that must be paid in full at reservation time. Then I can pay the loan back monthly.<br/>,other,Child choir,750xx,TX,21.17,0.0,11/01/1984,2.0,,,25.0,0.0,9669,16.6,37.0,f,0.0,1,PC5
3439,3440,Producers Inc,3,MORTGAGE,67000.0,VERIFIED - income,n,"  Borrower added on 02/26/10 > The new credit card rules have resulted in the interest rate for my credit cards to increase even though I have never missed or been late with a payment. During college I created my debt and have had the same steady job since graduating. I'm hoping to finally eliminate my debt once and for all. The only thing that negatively impacts my credit score is my revolving balances, which is what I plan to remove with this loan. I'm more than happy to answer any questions about me or my intended use for this loan.<br/> Borrower added on 02/26/10 > I've read through some other available loans and noticed some common<br/>questions that lenders ask. To be proactive I've put together some details<br/>providing my answers to those questions.<br/><br/>I. Background Information<br/><br/>I graduated from college in 12-2006<br/>with a Bachelors degree in Mathematics/Computers. I have also taken<br/>actuarial exams in order to be further my career as an actuary. During<br/>college I ended up getting married and having a son. Going to school<br/>fulltime, and taking care of my family resulted in my accumulation of credit<br/>card debt. While my debt was building the interest rates were in the mid<br/>single digit range, so I wasn't careful enough with the use of the credit<br/>cards. Even as late as last February my rates were so low that instead of<br/>paying off my debt, I used the money I had saved for a down payment on my<br/>house. I've also used savings to pay off student loans instead of my credit<br/>cards. Now that my credit card companies have severely increased my rates,<br/>the balance grows more and more each month. I've never missed or been late<br/>with payments on any bills. I have a lot of recent inquiries on my credit<br/>report because I have recently purchased a used car and compared quotes from<br/>many different companies. Also, for the past month I have been actively<br/>searching for ways to consolidate my credit card debt.<br/><br/>II. Employment Information<br/><br/>I work for Producers Incorporated located in Central Florida. I'm an actuarial<br/>analyst and help manage the sales, administration, and customer service<br/>departments for the company. The company has 35-40 employees and I work<br/>directly with the owner overseeing all areas of the business. The company<br/>sells various insurances and investments. I have been working there since<br/>01-2007 when I graduated from college. <br/><br/>III. Monthly Expenses<br/><br/>Mortgage- $1,412<br/>Auto Loan- $321<br/>Car Insurance- $120<br/>Electric- $150<br/>Water- $90<br/>Cell Phone- $100<br/>Tv- $75<br/>Internet- $25<br/>Minimum Payments on Cards Not Consolidating- $410<br/>Minimum Payments on Card I Want to Consolidate- $433<br/>Current Total- $3,136<br/>After Consolidating total- $3,278 (Replacing the minimum payments on cards I<br/>consolidate with the monthly loan payment)<br/><br/>IV. Loan Goal<br/><br/>My goal with this loan is to pay off the 3 credit cards with the highest<br/>interest rates. I'm hoping to pay off the cards so I can<br/>start cancelling them and reign in my revolving credit lines. By<br/>consolidating my debt with this loan, I'll be able to pay off close to<br/>$16,000 in debt over 3 years, by only increasing my monthly payment by $142.<br/><br/>Thanks for your time and consideration, I'll do whatever I can to promptly<br/>answer any questions you may have.<br/>",debt consolidation,Derek's Debt Consolidation,327xx,FL,19.52,0.0,08/01/2003,0.0,,,11.0,0.0,30966,97.7,18.0,f,0.0,3,PC1
6536,6537,Innovacion Natural,1,RENT,24000.0,VERIFIED - income source,n,"  Borrower added on 07/08/11 > I plan on repaying a personal loan from a friend who although had originally given me more time to pay, has fallen on hard times and can't wait for me to make the regularly scheduled payments. I am responsible, low outstanding debt, almost no credit card debt, stable and secure job. I usually spend less than 50% of my monthly income, which should provide plenty to re-pay this loan. I just need the money now to repay the loan in full.<br/>Borrower added on 07/08/11 > I plan on repaying a personal loan from a friend who although had originally given me more time to pay, has fallen on hard times and can't wait for me to make the regularly scheduled payments. I am responsible, low outstanding debt, almost no credit card debt, stable and secure job. I usually spend less than 50% of my monthly income, which should provide plenty to re-pay this loan. I just need the money now to repay the loan in full.<br/>null",debt consolidation,Debt Consolidation Loan,902xx,CA,23.25,0.0,07/01/2002,1.0,,,7.0,0.0,196,2.7,8.0,f,0.0,2,PC1
9102,9103,JPMorgan Chase,4,MORTGAGE,75000.0,VERIFIED - income source,n,,major purchase,Major Purchase Loan,430xx,OH,0.7,0.0,05/01/2002,0.0,,,11.0,0.0,1329,5.5,19.0,f,0.0,1,PC1
5472,5473,,na,OWN,12000.0,not verified,n,  Borrower added on 02/23/10 > This loan is for the sole purpose of paying off a higher interest credit card.<br/>,debt consolidation,Claire's Goody Fund,984xx,WA,18.1,0.0,03/01/1983,1.0,,,13.0,0.0,7944,13.9,30.0,f,0.0,2,PC1
6856,6857,St. Peter's Prep,10,MORTGAGE,62000.0,not verified,n,I saw this website on the news and decided to use it for a better rate on my credit cards.  I wanted to consolidate my credit cards on one bill with a lower rate.   I have a steady job and I am willing to pay a higher monthly payment in order to meet the 36 month pay off time line.,debt consolidation,Better Rate for Credit Cards,073xx,NJ,8.11,0.0,01/01/1993,2.0,,85.0,5.0,1.0,5815,49.3,20.0,f,0.0,1,PC1
